id_municipio,ano,idhm,idhm_e,idhm_l,idhm_r
4310405,1991,0.465,0.251,0.745,0.539
4310413,1991,0.369,0.131,0.716,0.537
4310439,1991,0.503,0.256,0.744,0.669
4310462,1991,0.488,0.244,0.788,0.606
4310504,1991,0.469,0.246,0.705,0.595
4310538,1991,0.45,0.221,0.746,0.552
4310553,1991,0.42,0.182,0.693,0.587
4310579,1991,0.377,0.139,0.703,0.548
4310603,1991,0.504,0.28,0.754,0.606
4310652,1991,0.397,0.158,0.715,0.553
4310702,1991,0.374,0.159,0.705,0.467
4310751,1991,0.512,0.31,0.754,0.573
4310801,1991,0.551,0.315,0.777,0.685
4310850,1991,0.414,0.2,0.694,0.512
4310876,1991,0.344,0.098,0.714,0.582
4310900,1991,0.508,0.299,0.734,0.597
4311007,1991,0.512,0.306,0.706,0.621
4311106,1991,0.506,0.289,0.742,0.603
4311122,1991,0.363,0.144,0.65,0.513
4311130,1991,0.273,0.055,0.72,0.514
4311155,1991,0.45,0.234,0.714,0.546
4311205,1991,0.542,0.332,0.75,0.639
4311239,1991,0.339,0.105,0.705,0.528
4311254,1991,0.296,0.088,0.65,0.455
4311270,1991,0.566,0.362,0.76,0.659
4311304,1991,0.52,0.321,0.734,0.596
4311403,1991,0.598,0.409,0.748,0.698
4311429,1991,0.233,0.054,0.685,0.342
4311502,1991,0.504,0.301,0.669,0.635
4311601,1991,0.363,0.15,0.705,0.453
4311627,1991,0.427,0.182,0.72,0.595
4311643,1991,0.475,0.227,0.735,0.641
4311700,1991,0.454,0.244,0.707,0.544
4311718,1991,0.403,0.171,0.686,0.559
4311734,1991,0.372,0.138,0.678,0.55
4311759,1991,0.41,0.188,0.669,0.546
4311775,1991,0.46,0.238,0.717,0.572
4311791,1991,0.474,0.232,0.754,0.609
4311809,1991,0.542,0.324,0.751,0.655
4311908,1991,0.478,0.241,0.759,0.597
4311981,1991,0.449,0.211,0.754,0.57
4312005,1991,0.483,0.238,0.763,0.621
4312054,1991,0.482,0.236,0.777,0.61
4312104,1991,0.431,0.194,0.711,0.579
4312138,1991,0.434,0.213,0.71,0.541
4312153,1991,0.472,0.238,0.721,0.612
4312179,1991,0.461,0.261,0.76,0.494
4312203,1991,0.445,0.228,0.658,0.586
4312252,1991,0.417,0.188,0.69,0.557
4312302,1991,0.412,0.196,0.706,0.506
4312351,1991,0.484,0.238,0.762,0.624
4312377,1991,0.305,0.085,0.686,0.486
4312385,1991,0.498,0.255,0.777,0.625
4312401,1991,0.543,0.322,0.742,0.669
4312427,1991,0.408,0.176,0.734,0.525
4312443,1991,0.397,0.168,0.678,0.548
4312450,1991,0.437,0.204,0.736,0.557
4312476,1991,0.428,0.171,0.75,0.613
4312500,1991,0.439,0.177,0.754,0.634
4312609,1991,0.549,0.332,0.759,0.657
4312617,1991,0.397,0.167,0.689,0.544
4312625,1991,0.404,0.179,0.688,0.535
4312658,1991,0.572,0.39,0.727,0.659
4312674,1991,0.41,0.166,0.742,0.561
4312708,1991,0.442,0.209,0.695,0.594
4312757,1991,0.455,0.205,0.71,0.648
4312807,1991,0.58,0.397,0.742,0.663
4312906,1991,0.525,0.299,0.748,0.647
4312955,1991,0.509,0.33,0.721,0.555
4313003,1991,0.553,0.331,0.788,0.647
4313011,1991,0.385,0.156,0.743,0.494
4313037,1991,0.526,0.322,0.75,0.601
4313060,1991,0.436,0.191,0.707,0.615
4313086,1991,0.525,0.294,0.782,0.631
4313102,1991,0.51,0.293,0.76,0.595
4313201,1991,0.589,0.382,0.788,0.68
4313300,1991,0.586,0.397,0.763,0.664
4313334,1991,0.416,0.151,0.72,0.663
4313359,1991,0.533,0.316,0.745,0.642
4313375,1991,0.455,0.215,0.701,0.623
4313391,1991,0.415,0.183,0.689,0.566
4313409,1991,0.544,0.315,0.732,0.697
4313425,1991,0.447,0.228,0.738,0.53
4313441,1991,0.406,0.2,0.705,0.475
4313466,1991,0.412,0.188,0.751,0.497
4313490,1991,0.368,0.16,0.729,0.426
4313508,1991,0.565,0.341,0.788,0.672
4313607,1991,0.465,0.267,0.72,0.522
4313656,1991,0.498,0.253,0.754,0.649
4313706,1991,0.5,0.27,0.75,0.618
4313805,1991,0.413,0.2,0.705,0.5
4313904,1991,0.537,0.336,0.762,0.606
4313953,1991,0.444,0.216,0.696,0.581
4314001,1991,0.566,0.352,0.78,0.661
4314027,1991,0.441,0.203,0.696,0.605
4314035,1991,0.478,0.219,0.78,0.639
4314050,1991,0.444,0.183,0.76,0.628
4314068,1991,0.3,0.08,0.681,0.494
4314076,1991,0.483,0.226,0.739,0.673
4314100,1991,0.589,0.421,0.717,0.678
4314134,1991,0.407,0.178,0.763,0.498
4314159,1991,0.387,0.139,0.754,0.554
4314175,1991,0.372,0.139,0.686,0.541
4314209,1991,0.518,0.318,0.693,0.631
4314308,1991,0.542,0.345,0.72,0.642
4314407,1991,0.558,0.354,0.736,0.666
4314423,1991,0.52,0.291,0.727,0.663
4314456,1991,0.403,0.184,0.718,0.496
4314464,1991,0.278,0.075,0.706,0.407
4314472,1991,0.405,0.169,0.702,0.561
4314498,1991,0.375,0.141,0.71,0.526
4314506,1991,0.425,0.189,0.686,0.594
4314555,1991,0.391,0.188,0.684,0.466
4314605,1991,0.408,0.173,0.72,0.547
4314704,1991,0.444,0.233,0.699,0.538
4314753,1991,0.489,0.253,0.754,0.614
4314779,1991,0.373,0.138,0.688,0.547
4314787,1991,0.336,0.106,0.75,0.477
4314803,1991,0.453,0.214,0.714,0.61
4314902,1991,0.66,0.494,0.748,0.779
4315008,1991,0.437,0.232,0.705,0.509
4315057,1991,0.474,0.284,0.735,0.511
4315073,1991,0.406,0.198,0.73,0.464
4315107,1991,0.49,0.271,0.747,0.581
4315131,1991,0.497,0.26,0.772,0.613
4315149,1991,0.455,0.207,0.763,0.595
4315156,1991,0.405,0.169,0.676,0.58
4315172,1991,0.423,0.171,0.742,0.597
4315206,1991,0.444,0.215,0.734,0.556
4315305,1991,0.542,0.355,0.714,0.628
4315313,1991,0.33,0.105,0.705,0.485
4315321,1991,0.343,0.12,0.711,0.474
4315354,1991,0.477,0.23,0.734,0.643
4315404,1991,0.35,0.14,0.623,0.491
4315453,1991,0.406,0.161,0.715,0.58
4315503,1991,0.49,0.275,0.701,0.61
4315552,1991,0.327,0.123,0.707,0.401
4315602,1991,0.527,0.314,0.717,0.651
4315701,1991,0.482,0.268,0.696,0.602
4315750,1991,0.42,0.175,0.76,0.557
4315800,1991,0.51,0.288,0.745,0.618
4315909,1991,0.496,0.293,0.751,0.555
4315958,1991,0.366,0.145,0.745,0.454
4316006,1991,0.444,0.207,0.727,0.58
4316105,1991,0.457,0.24,0.73,0.544
4316204,1991,0.494,0.266,0.751,0.604
4316303,1991,0.448,0.237,0.717,0.528
4316402,1991,0.496,0.29,0.714,0.591
4316428,1991,0.327,0.124,0.713,0.395
4316436,1991,0.508,0.258,0.734,0.694
4316451,1991,0.459,0.232,0.689,0.606
4316477,1991,0.518,0.362,0.709,0.542
4316501,1991,0.524,0.299,0.762,0.63
4316600,1991,0.513,0.302,0.75,0.596
4316709,1991,0.541,0.342,0.734,0.631
4316733,1991,0.372,0.137,0.73,0.516
4316758,1991,0.493,0.267,0.758,0.591
4316808,1991,0.561,0.353,0.733,0.681
4316907,1991,0.609,0.428,0.756,0.699
4316956,1991,0.401,0.152,0.727,0.584
4316972,1991,0.426,0.182,0.76,0.56
4317004,1991,0.388,0.172,0.704,0.483
4317103,1991,0.557,0.382,0.706,0.641
4317202,1991,0.555,0.359,0.745,0.64
4317251,1991,0.461,0.211,0.78,0.594
4317301,1991,0.501,0.29,0.668,0.649
4317400,1991,0.559,0.371,0.766,0.616
4317509,1991,0.568,0.374,0.752,0.651
4317558,1991,0.453,0.211,0.76,0.579
4317608,1991,0.508,0.281,0.748,0.625
4317707,1991,0.435,0.21,0.71,0.551
4317756,1991,0.51,0.276,0.765,0.63
4317806,1991,0.48,0.256,0.7,0.616
4317905,1991,0.503,0.304,0.734,0.57
4317954,1991,0.379,0.161,0.717,0.47
4318002,1991,0.54,0.331,0.754,0.632
4318051,1991,0.568,0.375,0.751,0.651
4318101,1991,0.445,0.223,0.72,0.547
4318200,1991,0.464,0.243,0.678,0.608
4318309,1991,0.518,0.294,0.75,0.632
4318408,1991,0.478,0.238,0.72,0.639
4318424,1991,0.428,0.211,0.734,0.506
4318432,1991,0.499,0.286,0.72,0.605
4318440,1991,0.506,0.298,0.72,0.604
4318457,1991,0.326,0.099,0.711,0.492
4318465,1991,0.407,0.172,0.734,0.533
4318481,1991,0.481,0.253,0.752,0.584
4318499,1991,0.441,0.221,0.75,0.517
4318507,1991,0.36,0.141,0.626,0.527
4318606,1991,0.489,0.287,0.7,0.581
4318614,1991,0.416,0.167,0.734,0.588
4318622,1991,0.42,0.19,0.686,0.569
4318705,1991,0.543,0.327,0.715,0.684
4318804,1991,0.469,0.227,0.736,0.618
4318903,1991,0.52,0.328,0.702,0.612
4319000,1991,0.555,0.32,0.761,0.702
4319109,1991,0.47,0.275,0.72,0.525
4319125,1991,0.369,0.13,0.752,0.515
4319158,1991,0.403,0.184,0.673,0.527
4319208,1991,0.393,0.163,0.694,0.537
4319307,1991,0.441,0.243,0.717,0.492
4319356,1991,0.546,0.328,0.754,0.658
4319364,1991,0.398,0.196,0.711,0.452
4319372,1991,0.553,0.373,0.748,0.607
4319406,1991,0.476,0.272,0.694,0.571
4319505,1991,0.552,0.339,0.744,0.668
4319604,1991,0.506,0.293,0.717,0.617
4319703,1991,0.458,0.219,0.729,0.601
4319711,1991,0.502,0.28,0.76,0.596
4319737,1991,0.431,0.238,0.716,0.47
4319752,1991,0.509,0.273,0.777,0.622
4319802,1991,0.488,0.25,0.752,0.617
4319901,1991,0.463,0.212,0.736,0.636
4320008,1991,0.513,0.288,0.748,0.625
4320107,1991,0.535,0.332,0.766,0.603
4320206,1991,0.406,0.178,0.734,0.514
4320230,1991,0.451,0.229,0.754,0.532
4320263,1991,0.394,0.176,0.672,0.517
4320305,1991,0.57,0.412,0.727,0.618
4320321,1991,0.393,0.171,0.72,0.493
4320354,1991,0.375,0.135,0.707,0.554
4320404,1991,0.561,0.358,0.75,0.658
4320453,1991,0.367,0.128,0.727,0.531
4320503,1991,0.495,0.293,0.752,0.552
4320552,1991,0.409,0.179,0.664,0.577
4320578,1991,0.389,0.175,0.717,0.468
4320602,1991,0.451,0.23,0.75,0.533
4320651,1991,0.502,0.282,0.76,0.589
4320677,1991,0.374,0.134,0.705,0.553
4320701,1991,0.538,0.361,0.692,0.623
4320800,1991,0.522,0.316,0.734,0.615
4320859,1991,0.379,0.156,0.687,0.509
4320909,1991,0.49,0.274,0.707,0.608
4321006,1991,0.553,0.376,0.703,0.64
4321105,1991,0.498,0.267,0.714,0.646
4321204,1991,0.537,0.289,0.788,0.679
4321303,1991,0.498,0.289,0.709,0.603
4321329,1991,0.435,0.189,0.734,0.595
4321352,1991,0.426,0.171,0.744,0.608
4321402,1991,0.48,0.285,0.711,0.547
4321436,1991,0.487,0.265,0.72,0.606
4321451,1991,0.535,0.314,0.747,0.654
4321469,1991,0.428,0.2,0.727,0.54
4321477,1991,0.392,0.17,0.734,0.484
4321493,1991,0.368,0.141,0.698,0.507
4321501,1991,0.538,0.319,0.745,0.657
4321600,1991,0.504,0.288,0.714,0.622
4321626,1991,0.44,0.22,0.694,0.559
4321634,1991,0.482,0.24,0.763,0.612
4321667,1991,0.509,0.258,0.744,0.685
4321709,1991,0.478,0.243,0.711,0.631
4321808,1991,0.533,0.339,0.75,0.595
4321832,1991,0.378,0.147,0.715,0.514
4321857,1991,0.388,0.157,0.734,0.508
4321907,1991,0.523,0.317,0.754,0.598
4321956,1991,0.378,0.158,0.734,0.464
4322004,1991,0.492,0.267,0.706,0.633
4322103,1991,0.562,0.374,0.75,0.632
4322152,1991,0.319,0.102,0.667,0.479
4322186,1991,0.401,0.201,0.681,0.471
4322202,1991,0.512,0.308,0.702,0.619
4322251,1991,0.405,0.153,0.754,0.575
4322301,1991,0.495,0.288,0.75,0.563
4322327,1991,0.352,0.117,0.694,0.535
4322343,1991,0.432,0.226,0.72,0.497
4322350,1991,0.401,0.15,0.781,0.55
4322376,1991,0.376,0.153,0.702,0.494
4322400,1991,0.55,0.357,0.715,0.653
4322509,1991,0.535,0.329,0.734,0.633
4322525,1991,0.403,0.151,0.705,0.613
4322533,1991,0.335,0.094,0.719,0.555
4322541,1991,0.451,0.22,0.721,0.579
4322558,1991,0.563,0.432,0.72,0.575
4322608,1991,0.477,0.245,0.734,0.603
4322707,1991,0.456,0.219,0.721,0.6
4322806,1991,0.6,0.41,0.777,0.678
4322855,1991,0.43,0.18,0.772,0.571
4322905,1991,0.417,0.163,0.745,0.595
4323002,1991,0.511,0.281,0.758,0.626
4323101,1991,0.358,0.133,0.705,0.491
4323200,1991,0.516,0.32,0.721,0.597
4323309,1991,0.563,0.368,0.713,0.681
4323358,1991,0.412,0.178,0.742,0.53
4323408,1991,0.464,0.214,0.751,0.622
4323457,1991,0.379,0.163,0.671,0.499
4323507,1991,0.452,0.219,0.705,0.6
4323606,1991,0.437,0.171,0.748,0.654
4323705,1991,0.461,0.26,0.72,0.523
4323754,1991,0.432,0.209,0.707,0.547
4323770,1991,0.564,0.358,0.759,0.66
4323804,1991,0.502,0.252,0.761,0.658
5000203,1991,0.353,0.107,0.709,0.578
5000252,1991,0.295,0.057,0.689,0.655
5000609,1991,0.447,0.209,0.704,0.605
5000708,1991,0.362,0.139,0.651,0.525
5000807,1991,0.359,0.122,0.655,0.578
5000856,1991,0.427,0.207,0.704,0.534
5000906,1991,0.373,0.146,0.664,0.534
5001003,1991,0.473,0.24,0.711,0.619
5001102,1991,0.447,0.215,0.697,0.597
5001243,1991,0.397,0.152,0.711,0.58
5001508,1991,0.428,0.181,0.689,0.627
5001904,1991,0.458,0.232,0.689,0.601
5002001,1991,0.401,0.175,0.655,0.564
5002100,1991,0.468,0.235,0.697,0.626
5002159,1991,0.345,0.123,0.638,0.524
5002209,1991,0.406,0.161,0.704,0.589
5002308,1991,0.366,0.125,0.67,0.584
5002407,1991,0.422,0.191,0.664,0.592
5002605,1991,0.452,0.221,0.653,0.638
5002704,1991,0.563,0.354,0.717,0.703
5002803,1991,0.379,0.152,0.704,0.507
5002902,1991,0.514,0.294,0.686,0.673
5002951,1991,0.541,0.322,0.702,0.699
5003108,1991,0.334,0.102,0.686,0.531
5003157,1991,0.337,0.099,0.711,0.545
5003207,1991,0.509,0.304,0.712,0.61
5003256,1991,0.45,0.215,0.721,0.587
5003306,1991,0.423,0.182,0.711,0.585
5003454,1991,0.407,0.187,0.66,0.547
5003488,1991,0.332,0.112,0.638,0.512
5003504,1991,0.442,0.218,0.664,0.598
5003702,1991,0.512,0.292,0.713,0.645
5003751,1991,0.386,0.157,0.647,0.565
5003801,1991,0.473,0.259,0.665,0.614
5003900,1991,0.424,0.182,0.689,0.608
5004007,1991,0.485,0.307,0.662,0.561
5004106,1991,0.42,0.202,0.671,0.545
5004304,1991,0.395,0.155,0.662,0.6
5004403,1991,0.423,0.152,0.735,0.678
5004502,1991,0.447,0.237,0.635,0.593
5004601,1991,0.323,0.095,0.662,0.534
5004700,1991,0.418,0.197,0.662,0.56
5004809,1991,0.29,0.091,0.613,0.436
5004908,1991,0.359,0.119,0.686,0.569
5005004,1991,0.473,0.26,0.671,0.606
5005103,1991,0.404,0.197,0.662,0.507
5005152,1991,0.353,0.128,0.67,0.511
5005202,1991,0.503,0.324,0.712,0.551
5005251,1991,0.363,0.12,0.704,0.568
5005400,1991,0.48,0.243,0.712,0.641
5005608,1991,0.389,0.166,0.639,0.556
5005681,1991,0.47,0.242,0.716,0.598
5005707,1991,0.446,0.203,0.716,0.609
5005806,1991,0.36,0.126,0.697,0.532
5006002,1991,0.36,0.113,0.664,0.622
5006200,1991,0.456,0.225,0.707,0.596
5006259,1991,0.242,0.046,0.647,0.474
5006309,1991,0.468,0.231,0.695,0.638
5006358,1991,0.336,0.114,0.635,0.523
5006408,1991,0.403,0.174,0.653,0.575
5006606,1991,0.495,0.254,0.721,0.662
5006903,1991,0.347,0.125,0.639,0.521
5007109,1991,0.383,0.132,0.691,0.615
5007208,1991,0.475,0.246,0.665,0.654
5007307,1991,0.404,0.178,0.689,0.539
5007406,1991,0.425,0.193,0.689,0.576
5007505,1991,0.362,0.128,0.686,0.541
5007554,1991,0.295,0.068,0.664,0.57
5007695,1991,0.526,0.306,0.689,0.691
5007703,1991,0.393,0.164,0.648,0.573
5007802,1991,0.386,0.142,0.677,0.597
5007901,1991,0.453,0.216,0.717,0.6
5007935,1991,0.384,0.128,0.711,0.624
5007950,1991,0.343,0.117,0.635,0.541
5007976,1991,0.373,0.142,0.655,0.557
5008008,1991,0.412,0.181,0.689,0.559
5008305,1991,0.505,0.303,0.67,0.633
5008404,1991,0.421,0.22,0.672,0.503
5100102,1991,0.386,0.166,0.699,0.497
5100201,1991,0.426,0.192,0.651,0.617
5100250,1991,0.391,0.153,0.675,0.581
5100300,1991,0.43,0.192,0.668,0.618
5100359,1991,0.38,0.168,0.627,0.522
5100409,1991,0.451,0.221,0.697,0.594
5100508,1991,0.331,0.116,0.605,0.518
5100607,1991,0.455,0.218,0.713,0.606
5100805,1991,0.386,0.146,0.667,0.592
5101001,1991,0.381,0.146,0.672,0.565
5101209,1991,0.424,0.186,0.698,0.588
5101258,1991,0.42,0.186,0.651,0.612
5101308,1991,0.431,0.23,0.618,0.562
5101407,1991,0.41,0.158,0.659,0.663
5101605,1991,0.32,0.115,0.613,0.464
5101704,1991,0.404,0.167,0.659,0.6
5101803,1991,0.491,0.276,0.672,0.638
5101852,1991,0.223,0.032,0.667,0.522
5101902,1991,0.396,0.139,0.711,0.628
5102504,1991,0.42,0.2,0.654,0.566
5102603,1991,0.273,0.061,0.627,0.531
5102637,1991,0.495,0.254,0.708,0.676
5102678,1991,0.521,0.286,0.729,0.68
5102686,1991,0.46,0.226,0.713,0.604
5102694,1991,0.263,0.05,0.61,0.599
5102702,1991,0.48,0.257,0.668,0.646
5102793,1991,0.253,0.054,0.628,0.475
5102850,1991,0.296,0.071,0.651,0.561
5103007,1991,0.394,0.167,0.646,0.566
5103056,1991,0.398,0.138,0.701,0.654
5103106,1991,0.328,0.096,0.651,0.565
5103205,1991,0.355,0.127,0.637,0.553
5103254,1991,0.31,0.081,0.654,0.563
5103304,1991,0.389,0.152,0.662,0.583
5103353,1991,0.287,0.076,0.654,0.475
5103361,1991,0.276,0.062,0.675,0.5
5103379,1991,0.383,0.154,0.668,0.548
5103403,1991,0.569,0.372,0.708,0.698
5103437,1991,0.329,0.12,0.618,0.479
5103452,1991,0.372,0.149,0.653,0.528
5103502,1991,0.513,0.282,0.708,0.678
5103601,1991,0.458,0.263,0.653,0.558
5103700,1991,0.356,0.096,0.659,0.715
5103809,1991,0.366,0.144,0.613,0.554
5103858,1991,0.183,0.019,0.697,0.461
5103908,1991,0.364,0.159,0.644,0.472
5103957,1991,0.355,0.115,0.651,0.6
5104104,1991,0.357,0.118,0.646,0.598
5104203,1991,0.432,0.21,0.654,0.588
5104500,1991,0.399,0.163,0.651,0.597
5104526,1991,0.28,0.047,0.689,0.676
5104542,1991,0.392,0.146,0.711,0.58
5104559,1991,0.374,0.134,0.637,0.613
5104609,1991,0.405,0.173,0.701,0.547
5104807,1991,0.495,0.277,0.701,0.623
5104906,1991,0.308,0.095,0.613,0.504
5105002,1991,0.314,0.102,0.624,0.487
5105101,1991,0.385,0.15,0.673,0.564
5105150,1991,0.403,0.162,0.639,0.634
5105176,1991,0.467,0.219,0.711,0.653
5105200,1991,0.431,0.198,0.662,0.611
5105234,1991,0.262,0.063,0.624,0.456
5105259,1991,0.549,0.319,0.748,0.694
5105309,1991,0.352,0.131,0.598,0.555
5105507,1991,0.328,0.094,0.652,0.578
5105580,1991,0.384,0.13,0.701,0.62
5105606,1991,0.442,0.203,0.639,0.666
5105622,1991,0.442,0.215,0.637,0.631
5105903,1991,0.423,0.203,0.644,0.58
5106000,1991,0.42,0.225,0.611,0.538
5106109,1991,0.359,0.14,0.683,0.484
5106158,1991,0.355,0.116,0.662,0.581
5106174,1991,0.25,0.055,0.651,0.435
5106182,1991,0.292,0.082,0.627,0.486
5106190,1991,0.343,0.093,0.698,0.623
5106208,1991,0.365,0.134,0.697,0.52
5106216,1991,0.331,0.105,0.637,0.54
5106224,1991,0.432,0.18,0.701,0.64
5106232,1991,0.403,0.172,0.631,0.604
5106240,1991,0.411,0.139,0.713,0.701
5106257,1991,0.444,0.219,0.672,0.593
5106265,1991,0.273,0.056,0.639,0.569
5106273,1991,0.345,0.129,0.631,0.505
5106281,1991,0.355,0.123,0.644,0.564
5106299,1991,0.353,0.118,0.631,0.591
5106307,1991,0.334,0.103,0.637,0.568
5106315,1991,0.278,0.06,0.708,0.504
5106372,1991,0.407,0.159,0.701,0.604
5106422,1991,0.38,0.122,0.667,0.674
5106455,1991,0.296,0.081,0.683,0.47
5106505,1991,0.419,0.203,0.613,0.593
5106653,1991,0.384,0.142,0.689,0.578
5106703,1991,0.43,0.22,0.659,0.548
5106752,1991,0.383,0.132,0.675,0.629
5106778,1991,0.297,0.089,0.618,0.478
5106802,1991,0.384,0.157,0.659,0.548
5106828,1991,0.327,0.1,0.624,0.559
5106851,1991,0.224,0.043,0.598,0.437
5107008,1991,0.396,0.159,0.701,0.557
5107040,1991,0.507,0.271,0.701,0.688
5107065,1991,0.409,0.173,0.673,0.586
5107107,1991,0.4,0.171,0.659,0.569
5107156,1991,0.366,0.158,0.628,0.494
5107180,1991,0.354,0.119,0.651,0.572
5107198,1991,0.343,0.12,0.653,0.517
5107206,1991,0.403,0.183,0.626,0.572
5107248,1991,0.484,0.232,0.729,0.669
5107263,1991,0.34,0.105,0.652,0.572
5107297,1991,0.348,0.124,0.653,0.52
5107305,1991,0.443,0.187,0.701,0.664
5107354,1991,0.296,0.065,0.646,0.618
5107404,1991,0.365,0.132,0.618,0.596
5107578,1991,0.204,0.029,0.653,0.449
5107602,1991,0.48,0.256,0.669,0.647
5107701,1991,0.359,0.138,0.644,0.521
5107743,1991,0.397,0.138,0.708,0.642
5107750,1991,0.32,0.099,0.651,0.51
5107768,1991,0.316,0.087,0.713,0.508
5107776,1991,0.329,0.127,0.61,0.46
5107792,1991,0.371,0.135,0.711,0.534
5107800,1991,0.363,0.137,0.698,0.502
5107859,1991,0.407,0.174,0.651,0.595
5107875,1991,0.341,0.077,0.78,0.663
5107883,1991,0.302,0.089,0.667,0.465
5107909,1991,0.5,0.232,0.78,0.689
5107925,1991,0.517,0.286,0.713,0.679
5107941,1991,0.339,0.113,0.631,0.545
5107958,1991,0.443,0.206,0.669,0.631
5108006,1991,0.431,0.185,0.697,0.62
5108055,1991,0.363,0.135,0.626,0.568
5108105,1991,0.412,0.182,0.701,0.549
5108204,1991,0.462,0.236,0.689,0.608
5108303,1991,0.309,0.06,0.698,0.705
5108352,1991,0.305,0.093,0.598,0.511
5108402,1991,0.471,0.261,0.673,0.596
5108501,1991,0.42,0.144,0.78,0.658
5108600,1991,0.404,0.165,0.651,0.613
5108808,1991,0.289,0.07,0.624,0.553
5108857,1991,0.441,0.214,0.639,0.628
5108907,1991,0.352,0.099,0.701,0.628
5108956,1991,0.313,0.094,0.637,0.514
5200050,1991,0.408,0.183,0.658,0.563
5200100,1991,0.41,0.188,0.656,0.56
5200134,1991,0.429,0.2,0.658,0.599
5200159,1991,0.437,0.224,0.644,0.577
5200175,1991,0.315,0.102,0.629,0.489
5200209,1991,0.454,0.247,0.679,0.557
5200258,1991,0.387,0.145,0.667,0.6
5200308,1991,0.378,0.158,0.647,0.529
5200506,1991,0.453,0.269,0.662,0.521
5200555,1991,0.342,0.11,0.687,0.528
5200605,1991,0.428,0.206,0.687,0.555
5200803,1991,0.402,0.193,0.618,0.545
5200829,1991,0.264,0.051,0.663,0.547
5200852,1991,0.422,0.198,0.643,0.591
5200902,1991,0.435,0.219,0.64,0.589
5201108,1991,0.518,0.32,0.67,0.65
5201207,1991,0.518,0.38,0.702,0.52
5201306,1991,0.428,0.211,0.67,0.554
5201405,1991,0.445,0.229,0.658,0.584
5201454,1991,0.373,0.143,0.687,0.527
5201504,1991,0.372,0.129,0.679,0.589
5201603,1991,0.416,0.196,0.68,0.541
5201702,1991,0.414,0.195,0.653,0.556
5201801,1991,0.45,0.249,0.662,0.553
5202155,1991,0.362,0.138,0.662,0.518
5202353,1991,0.415,0.204,0.621,0.566
5202502,1991,0.355,0.111,0.682,0.589
5202601,1991,0.48,0.284,0.652,0.596
5202809,1991,0.43,0.201,0.702,0.565
5203104,1991,0.321,0.105,0.667,0.471
5203203,1991,0.399,0.187,0.684,0.495
5203302,1991,0.446,0.218,0.679,0.6
5203401,1991,0.421,0.203,0.647,0.567
5203500,1991,0.45,0.222,0.684,0.601
5203559,1991,0.413,0.2,0.658,0.534
5203575,1991,0.261,0.056,0.618,0.515
5203609,1991,0.415,0.209,0.658,0.521
5203807,1991,0.429,0.22,0.67,0.537
5203906,1991,0.493,0.295,0.648,0.626
5203939,1991,0.401,0.21,0.634,0.486
5203962,1991,0.261,0.066,0.665,0.407
5204003,1991,0.392,0.18,0.635,0.528
5204102,1991,0.475,0.25,0.676,0.635
5204201,1991,0.378,0.152,0.643,0.551
5204250,1991,0.44,0.208,0.684,0.6
5204300,1991,0.452,0.201,0.7,0.655
5204409,1991,0.442,0.206,0.702,0.599
5204508,1991,0.497,0.277,0.682,0.65
5204557,1991,0.38,0.15,0.658,0.557
5204607,1991,0.42,0.218,0.643,0.527
5204656,1991,0.373,0.152,0.658,0.52
5204706,1991,0.389,0.168,0.662,0.529
5204805,1991,0.466,0.221,0.67,0.684
5204854,1991,0.324,0.092,0.676,0.545
5204904,1991,0.408,0.192,0.626,0.563
5204953,1991,0.32,0.095,0.621,0.558
5205000,1991,0.449,0.259,0.671,0.52
5205059,1991,0.374,0.136,0.71,0.542
5205109,1991,0.533,0.341,0.71,0.624
5205208,1991,0.396,0.18,0.66,0.524
5205307,1991,0.285,0.079,0.64,0.458
5205406,1991,0.543,0.351,0.7,0.65
5205455,1991,0.434,0.208,0.67,0.586
5205471,1991,0.425,0.184,0.71,0.588
5205497,1991,0.538,0.338,0.71,0.65
5205513,1991,0.363,0.138,0.632,0.547
5205521,1991,0.377,0.161,0.632,0.525
5205703,1991,0.428,0.218,0.67,0.536
5205802,1991,0.333,0.101,0.665,0.55
5205901,1991,0.427,0.197,0.676,0.586
5206206,1991,0.474,0.26,0.699,0.586
5206305,1991,0.403,0.163,0.678,0.591
5206404,1991,0.404,0.159,0.678,0.611
5206503,1991,0.429,0.201,0.684,0.574
5206602,1991,0.465,0.256,0.676,0.582
5206701,1991,0.368,0.158,0.658,0.478
5206800,1991,0.478,0.315,0.639,0.541
5206909,1991,0.437,0.213,0.71,0.553
5207105,1991,0.414,0.216,0.647,0.507
5207253,1991,0.331,0.099,0.679,0.541
5207352,1991,0.415,0.18,0.702,0.564
5207402,1991,0.465,0.236,0.687,0.621
5207501,1991,0.431,0.229,0.71,0.492
5207535,1991,0.347,0.122,0.639,0.537
5207600,1991,0.434,0.22,0.662,0.562
5207808,1991,0.499,0.32,0.653,0.595
5207907,1991,0.231,0.044,0.6,0.465
5208004,1991,0.482,0.259,0.684,0.631
5208103,1991,0.467,0.273,0.652,0.572
5208152,1991,0.233,0.04,0.678,0.464
5208301,1991,0.374,0.16,0.663,0.495
5208400,1991,0.4,0.178,0.635,0.565
5208509,1991,0.521,0.356,0.681,0.584
5208608,1991,0.448,0.229,0.67,0.585
5208707,1991,0.6,0.42,0.718,0.717
5208806,1991,0.416,0.2,0.662,0.542
5208905,1991,0.441,0.229,0.646,0.581
