id_municipio,ano,idhm,idhm_e,idhm_l,idhm_r
4100707,2010,0.676,0.578,0.798,0.669
4100806,2010,0.708,0.617,0.826,0.695
4100905,2010,0.669,0.591,0.785,0.644
4101002,2010,0.709,0.62,0.824,0.699
4101051,2010,0.695,0.593,0.844,0.671
4101101,2010,0.725,0.66,0.838,0.69
4101150,2010,0.721,0.644,0.827,0.705
4101200,2010,0.687,0.564,0.838,0.686
4101309,2010,0.656,0.547,0.825,0.626
4101408,2010,0.748,0.668,0.845,0.741
4101507,2010,0.748,0.669,0.834,0.751
4101606,2010,0.723,0.643,0.823,0.715
4101655,2010,0.676,0.584,0.828,0.638
4101705,2010,0.704,0.648,0.785,0.685
4101804,2010,0.74,0.639,0.852,0.743
4101853,2010,0.67,0.594,0.794,0.637
4101903,2010,0.728,0.641,0.833,0.724
4102000,2010,0.729,0.633,0.857,0.713
4102109,2010,0.747,0.675,0.818,0.754
4102208,2010,0.736,0.66,0.854,0.707
4102307,2010,0.696,0.579,0.823,0.707
4102406,2010,0.727,0.658,0.819,0.714
4102505,2010,0.696,0.625,0.808,0.667
4102604,2010,0.706,0.59,0.833,0.716
4102703,2010,0.744,0.747,0.813,0.678
4102752,2010,0.681,0.572,0.828,0.667
4102802,2010,0.716,0.604,0.844,0.721
4102901,2010,0.667,0.556,0.829,0.645
4103008,2010,0.72,0.673,0.808,0.687
4103024,2010,0.7,0.602,0.848,0.673
4103040,2010,0.655,0.553,0.802,0.635
4103057,2010,0.67,0.563,0.801,0.668
4103107,2010,0.64,0.473,0.816,0.679
4103156,2010,0.697,0.656,0.805,0.64
4103206,2010,0.686,0.57,0.82,0.692
4103222,2010,0.742,0.695,0.836,0.704
4103305,2010,0.717,0.633,0.838,0.695
4103354,2010,0.701,0.627,0.797,0.689
4103370,2010,0.681,0.572,0.813,0.68
4103404,2010,0.693,0.602,0.811,0.683
4103453,2010,0.748,0.692,0.835,0.723
4103479,2010,0.692,0.611,0.792,0.686
4103503,2010,0.722,0.638,0.821,0.718
4103602,2010,0.721,0.645,0.818,0.711
4103701,2010,0.734,0.651,0.84,0.724
4103800,2010,0.725,0.651,0.835,0.702
4103909,2010,0.704,0.623,0.829,0.677
4103958,2010,0.63,0.527,0.792,0.598
4104006,2010,0.718,0.605,0.86,0.712
4104055,2010,0.681,0.562,0.813,0.69
4104105,2010,0.686,0.606,0.806,0.661
4104204,2010,0.745,0.664,0.854,0.73
4104253,2010,0.701,0.607,0.828,0.685
4104303,2010,0.757,0.689,0.841,0.749
4104402,2010,0.629,0.494,0.783,0.643
4104428,2010,0.635,0.503,0.778,0.655
4104451,2010,0.635,0.522,0.768,0.638
4104501,2010,0.706,0.611,0.801,0.719
4104600,2010,0.716,0.623,0.829,0.712
4104659,2010,0.728,0.64,0.836,0.721
4104709,2010,0.713,0.625,0.832,0.696
4104808,2010,0.782,0.728,0.846,0.776
4104907,2010,0.703,0.6,0.823,0.704
4105003,2010,0.678,0.573,0.805,0.677
4105102,2010,0.668,0.549,0.791,0.686
4105201,2010,0.573,0.391,0.797,0.604
4105300,2010,0.732,0.659,0.812,0.732
4105409,2010,0.74,0.671,0.817,0.74
4105508,2010,0.755,0.685,0.841,0.747
4105607,2010,0.718,0.645,0.805,0.712
4105706,2010,0.694,0.573,0.813,0.718
4105805,2010,0.733,0.632,0.87,0.715
4105904,2010,0.73,0.649,0.804,0.747
4106001,2010,0.668,0.562,0.809,0.655
4106100,2010,0.707,0.65,0.806,0.675
4106209,2010,0.681,0.555,0.816,0.697
4106308,2010,0.738,0.683,0.807,0.728
4106407,2010,0.759,0.692,0.848,0.746
4106456,2010,0.6,0.447,0.792,0.609
4106506,2010,0.723,0.653,0.81,0.714
4106555,2010,0.638,0.52,0.79,0.632
4106571,2010,0.709,0.641,0.792,0.703
4106605,2010,0.717,0.64,0.825,0.698
4106704,2010,0.713,0.641,0.828,0.682
4106803,2010,0.664,0.545,0.845,0.635
4106852,2010,0.666,0.593,0.768,0.65
4106902,2010,0.823,0.768,0.855,0.85
4107009,2010,0.656,0.546,0.795,0.649
4107108,2010,0.723,0.657,0.824,0.699
4107124,2010,0.608,0.479,0.777,0.605
4107157,2010,0.644,0.532,0.776,0.647
4107207,2010,0.767,0.711,0.85,0.747
4107256,2010,0.724,0.644,0.818,0.721
4107306,2010,0.746,0.702,0.839,0.704
4107405,2010,0.752,0.664,0.835,0.767
4107504,2010,0.73,0.677,0.82,0.701
4107520,2010,0.689,0.594,0.799,0.69
4107538,2010,0.761,0.686,0.826,0.778
4107546,2010,0.636,0.521,0.781,0.632
4107553,2010,0.715,0.665,0.818,0.671
4107603,2010,0.687,0.584,0.796,0.697
4107652,2010,0.72,0.617,0.847,0.713
4107702,2010,0.716,0.665,0.825,0.669
4107736,2010,0.645,0.525,0.791,0.647
4107751,2010,0.677,0.569,0.801,0.68
4107801,2010,0.745,0.656,0.853,0.739
4107850,2010,0.682,0.56,0.833,0.68
4107900,2010,0.736,0.691,0.816,0.707
4108007,2010,0.701,0.625,0.807,0.682
4108106,2010,0.732,0.679,0.816,0.707
4108205,2010,0.723,0.652,0.836,0.692
4108304,2010,0.751,0.661,0.858,0.748
4108320,2010,0.669,0.57,0.786,0.669
4108403,2010,0.774,0.726,0.844,0.758
4108452,2010,0.645,0.496,0.828,0.654
4108502,2010,0.652,0.532,0.816,0.638
4108551,2010,0.675,0.578,0.828,0.642
4108601,2010,0.731,0.639,0.85,0.72
4108650,2010,0.641,0.547,0.813,0.593
4108700,2010,0.658,0.55,0.799,0.649
4108809,2010,0.724,0.615,0.836,0.739
4108908,2010,0.693,0.574,0.829,0.698
4108957,2010,0.669,0.568,0.804,0.657
4109005,2010,0.702,0.645,0.805,0.666
4109104,2010,0.719,0.671,0.808,0.686
4109203,2010,0.698,0.598,0.821,0.693
4109302,2010,0.677,0.528,0.841,0.698
4109401,2010,0.731,0.628,0.853,0.73
4109500,2010,0.587,0.434,0.792,0.587
4109609,2010,0.717,0.604,0.828,0.737
4109658,2010,0.683,0.612,0.807,0.645
4109708,2010,0.71,0.596,0.813,0.738
4109757,2010,0.685,0.615,0.786,0.664
4109807,2010,0.726,0.647,0.821,0.72
4109906,2010,0.666,0.554,0.792,0.673
4110003,2010,0.758,0.732,0.833,0.714
4110052,2010,0.703,0.637,0.812,0.672
4110078,2010,0.622,0.481,0.785,0.636
4110102,2010,0.66,0.509,0.828,0.681
4110201,2010,0.6,0.454,0.765,0.623
4110300,2010,0.705,0.641,0.807,0.676
4110409,2010,0.724,0.642,0.835,0.707
4110508,2010,0.652,0.489,0.828,0.684
4110607,2010,0.706,0.611,0.829,0.696
4110656,2010,0.707,0.63,0.836,0.672
4110706,2010,0.726,0.64,0.835,0.715
4110805,2010,0.665,0.521,0.811,0.696
4110904,2010,0.707,0.664,0.791,0.672
4110953,2010,0.738,0.608,0.848,0.779
4111001,2010,0.694,0.639,0.789,0.664
4111100,2010,0.746,0.703,0.854,0.691
4111209,2010,0.731,0.661,0.828,0.713
4111258,2010,0.637,0.507,0.779,0.654
4111308,2010,0.656,0.543,0.798,0.651
4111407,2010,0.651,0.534,0.791,0.654
4111506,2010,0.73,0.661,0.827,0.711
4111555,2010,0.706,0.641,0.803,0.684
4111605,2010,0.766,0.748,0.837,0.718
4111704,2010,0.718,0.64,0.827,0.699
4111803,2010,0.743,0.663,0.844,0.734
4111902,2010,0.715,0.615,0.834,0.714
4112009,2010,0.743,0.684,0.859,0.698
4112108,2010,0.747,0.703,0.801,0.741
4112207,2010,0.696,0.593,0.826,0.688
4112306,2010,0.696,0.603,0.827,0.675
4112405,2010,0.712,0.623,0.829,0.698
4112504,2010,0.689,0.569,0.827,0.696
4112603,2010,0.682,0.6,0.791,0.669
4112702,2010,0.687,0.574,0.845,0.669
4112751,2010,0.705,0.615,0.839,0.68
4112801,2010,0.7,0.613,0.801,0.699
4112900,2010,0.688,0.605,0.817,0.66
4112959,2010,0.708,0.639,0.818,0.678
4113007,2010,0.718,0.619,0.835,0.716
4113106,2010,0.721,0.657,0.848,0.673
4113205,2010,0.706,0.595,0.848,0.696
4113254,2010,0.585,0.436,0.79,0.581
4113304,2010,0.706,0.594,0.835,0.709
4113403,2010,0.707,0.663,0.812,0.657
4113429,2010,0.68,0.598,0.802,0.657
4113452,2010,0.666,0.588,0.769,0.652
4113502,2010,0.725,0.645,0.815,0.724
4113601,2010,0.744,0.692,0.841,0.708
4113700,2010,0.778,0.712,0.837,0.789
4113734,2010,0.668,0.58,0.781,0.659
4113759,2010,0.69,0.607,0.826,0.655
4113809,2010,0.71,0.595,0.856,0.703
4113908,2010,0.708,0.645,0.809,0.681
4114005,2010,0.719,0.649,0.821,0.698
4114104,2010,0.718,0.625,0.825,0.717
4114203,2010,0.751,0.689,0.84,0.732
4114302,2010,0.655,0.515,0.807,0.677
4114351,2010,0.645,0.52,0.805,0.642
4114401,2010,0.688,0.579,0.811,0.695
4114500,2010,0.716,0.628,0.806,0.725
4114609,2010,0.774,0.704,0.842,0.782
4114708,2010,0.703,0.607,0.842,0.68
4114807,2010,0.735,0.666,0.814,0.733
4114906,2010,0.691,0.599,0.831,0.664
4115002,2010,0.681,0.585,0.828,0.651
4115101,2010,0.639,0.504,0.794,0.653
4115200,2010,0.808,0.768,0.852,0.806
4115309,2010,0.698,0.591,0.804,0.717
4115358,2010,0.758,0.684,0.866,0.736
4115408,2010,0.722,0.613,0.842,0.73
4115457,2010,0.614,0.463,0.814,0.615
4115507,2010,0.721,0.643,0.826,0.705
4115606,2010,0.725,0.642,0.831,0.715
4115705,2010,0.743,0.662,0.834,0.743
4115739,2010,0.632,0.536,0.812,0.58
4115754,2010,0.652,0.529,0.793,0.661
4115804,2010,0.763,0.686,0.849,0.762
4115853,2010,0.74,0.68,0.843,0.708
4115903,2010,0.68,0.599,0.8,0.656
4116000,2010,0.748,0.707,0.854,0.694
4116059,2010,0.711,0.608,0.828,0.714
4116109,2010,0.675,0.57,0.802,0.673
4116208,2010,0.686,0.544,0.837,0.71
4116307,2010,0.726,0.634,0.856,0.704
4116406,2010,0.709,0.631,0.832,0.679
4116505,2010,0.717,0.691,0.794,0.673
4116604,2010,0.698,0.643,0.809,0.655
4116703,2010,0.733,0.642,0.844,0.726
4116802,2010,0.658,0.558,0.792,0.646
4116901,2010,0.722,0.628,0.829,0.723
4116950,2010,0.714,0.633,0.805,0.714
4117008,2010,0.688,0.584,0.819,0.681
4117057,2010,0.642,0.517,0.833,0.614
4117107,2010,0.758,0.691,0.856,0.735
4117206,2010,0.71,0.631,0.813,0.699
4117214,2010,0.68,0.588,0.799,0.668
4117222,2010,0.731,0.66,0.809,0.732
4117255,2010,0.716,0.646,0.798,0.711
4117271,2010,0.651,0.553,0.788,0.632
4117297,2010,0.71,0.633,0.831,0.681
4117305,2010,0.609,0.441,0.811,0.632
4117404,2010,0.72,0.644,0.803,0.721
4117453,2010,0.709,0.634,0.817,0.688
4117503,2010,0.716,0.632,0.833,0.697
4117602,2010,0.66,0.505,0.827,0.687
4117701,2010,0.718,0.618,0.826,0.725
4117800,2010,0.639,0.511,0.791,0.647
4117909,2010,0.768,0.689,0.864,0.76
4118006,2010,0.746,0.668,0.825,0.752
4118105,2010,0.717,0.638,0.839,0.689
4118204,2010,0.75,0.676,0.852,0.733
4118303,2010,0.709,0.629,0.834,0.68
4118402,2010,0.763,0.703,0.844,0.75
4118451,2010,0.747,0.694,0.807,0.745
4118501,2010,0.782,0.728,0.845,0.778
4118600,2010,0.717,0.622,0.847,0.699
4118709,2010,0.708,0.639,0.806,0.688
4118808,2010,0.723,0.629,0.826,0.727
4118857,2010,0.713,0.638,0.83,0.684
4118907,2010,0.7,0.607,0.804,0.704
4119004,2010,0.726,0.679,0.809,0.697
4119103,2010,0.694,0.616,0.802,0.677
4119152,2010,0.751,0.666,0.836,0.761
4119202,2010,0.697,0.601,0.828,0.679
4119251,2010,0.695,0.626,0.801,0.669
4119301,2010,0.654,0.534,0.806,0.649
4119400,2010,0.708,0.619,0.816,0.702
4119509,2010,0.7,0.574,0.869,0.689
4119608,2010,0.702,0.621,0.802,0.696
4119657,2010,0.71,0.634,0.842,0.67
4119707,2010,0.705,0.646,0.795,0.682
4119806,2010,0.706,0.636,0.786,0.704
4119905,2010,0.763,0.703,0.837,0.755
4119954,2010,0.738,0.655,0.831,0.737
4120002,2010,0.738,0.661,0.834,0.728
4120101,2010,0.7,0.595,0.815,0.708
4120150,2010,0.688,0.588,0.821,0.676
4120200,2010,0.735,0.68,0.846,0.691
4120309,2010,0.685,0.6,0.796,0.674
4120333,2010,0.71,0.593,0.852,0.707
4120358,2010,0.752,0.696,0.821,0.743
4120408,2010,0.713,0.608,0.857,0.695
4120507,2010,0.701,0.599,0.826,0.695
4120606,2010,0.676,0.577,0.807,0.664
4120655,2010,0.71,0.603,0.819,0.724
4120705,2010,0.714,0.655,0.803,0.691
4120804,2010,0.742,0.665,0.831,0.74
4120853,2010,0.791,0.748,0.838,0.79
4120903,2010,0.681,0.576,0.794,0.69
4121000,2010,0.688,0.604,0.808,0.667
4121109,2010,0.715,0.631,0.842,0.689
4121208,2010,0.68,0.603,0.806,0.648
4121257,2010,0.63,0.489,0.802,0.639
4121307,2010,0.707,0.633,0.808,0.691
4121356,2010,0.704,0.625,0.831,0.673
4121406,2010,0.722,0.63,0.83,0.72
4121505,2010,0.672,0.576,0.814,0.647
4121604,2010,0.733,0.63,0.838,0.746
4121703,2010,0.618,0.461,0.786,0.65
4121752,2010,0.648,0.521,0.82,0.636
4121802,2010,0.716,0.627,0.832,0.704
4121901,2010,0.701,0.611,0.824,0.684
4122008,2010,0.687,0.544,0.819,0.728
4122107,2010,0.729,0.681,0.848,0.672
4122156,2010,0.629,0.498,0.792,0.631
4122172,2010,0.64,0.537,0.783,0.624
4122206,2010,0.679,0.545,0.847,0.679
4122305,2010,0.76,0.705,0.863,0.721
4122404,2010,0.739,0.661,0.821,0.744
4122503,2010,0.681,0.595,0.797,0.665
4122602,2010,0.713,0.61,0.82,0.724
4122651,2010,0.662,0.577,0.788,0.638
4122701,2010,0.74,0.676,0.843,0.71
4122800,2010,0.7,0.604,0.831,0.682
4122909,2010,0.704,0.631,0.836,0.661
4123006,2010,0.718,0.625,0.839,0.707
4123105,2010,0.653,0.526,0.809,0.655
4123204,2010,0.723,0.661,0.838,0.681
4123303,2010,0.71,0.633,0.831,0.681
4123402,2010,0.705,0.601,0.808,0.721
4123501,2010,0.744,0.678,0.823,0.738
4123600,2010,0.717,0.659,0.827,0.675
4123709,2010,0.72,0.656,0.817,0.697
4123808,2010,0.696,0.603,0.826,0.677
4123824,2010,0.687,0.592,0.795,0.688
4123857,2010,0.609,0.477,0.79,0.6
4123907,2010,0.7,0.624,0.804,0.684
4123956,2010,0.704,0.63,0.792,0.698
4124004,2010,0.687,0.585,0.848,0.654
4124020,2010,0.705,0.632,0.808,0.686
4124053,2010,0.738,0.689,0.814,0.716
4124103,2010,0.718,0.617,0.817,0.733
4124202,2010,0.696,0.632,0.82,0.65
4124301,2010,0.716,0.662,0.813,0.683
4124400,2010,0.671,0.543,0.807,0.69
4124509,2010,0.739,0.641,0.843,0.746
4124608,2010,0.682,0.547,0.825,0.703
4124707,2010,0.637,0.503,0.822,0.626
4124806,2010,0.727,0.66,0.838,0.695
4124905,2010,0.664,0.551,0.785,0.678
4125001,2010,0.693,0.611,0.803,0.677
4125100,2010,0.629,0.475,0.801,0.655
4125209,2010,0.722,0.656,0.813,0.705
4125308,2010,0.743,0.696,0.81,0.727
4125357,2010,0.676,0.543,0.81,0.702
4125407,2010,0.671,0.594,0.781,0.651
4125456,2010,0.713,0.627,0.844,0.686
4125506,2010,0.758,0.678,0.859,0.749
4125555,2010,0.725,0.64,0.825,0.721
4125605,2010,0.719,0.623,0.838,0.711
4125704,2010,0.704,0.588,0.818,0.726
4125753,2010,0.683,0.581,0.798,0.687
4125803,2010,0.717,0.627,0.836,0.702
4125902,2010,0.704,0.616,0.836,0.678
4126009,2010,0.715,0.651,0.814,0.689
4126108,2010,0.725,0.66,0.816,0.707
4126207,2010,0.655,0.509,0.795,0.695
4126256,2010,0.695,0.579,0.85,0.681
4126272,2010,0.699,0.611,0.803,0.695
4126306,2010,0.663,0.546,0.811,0.658
4126355,2010,0.762,0.662,0.859,0.778
4126405,2010,0.725,0.651,0.809,0.724
4126504,2010,0.723,0.655,0.804,0.719
4126603,2010,0.704,0.588,0.839,0.708
4126652,2010,0.693,0.57,0.854,0.684
4126678,2010,0.621,0.46,0.829,0.628
4126702,2010,0.731,0.674,0.852,0.679
4126801,2010,0.703,0.612,0.819,0.694
4126900,2010,0.697,0.619,0.794,0.689
4127007,2010,0.671,0.544,0.822,0.676
4127106,2010,0.734,0.657,0.828,0.726
4127205,2010,0.728,0.68,0.803,0.708
4127304,2010,0.71,0.613,0.837,0.698
4127403,2010,0.714,0.639,0.818,0.697
4127502,2010,0.664,0.519,0.832,0.678
4127601,2010,0.636,0.479,0.792,0.679
4127700,2010,0.768,0.702,0.855,0.755
4127809,2010,0.699,0.622,0.829,0.661
4127858,2010,0.681,0.557,0.831,0.683
4127882,2010,0.611,0.444,0.801,0.641
4127908,2010,0.695,0.629,0.805,0.662
4127957,2010,0.73,0.649,0.83,0.721
4127965,2010,0.672,0.549,0.828,0.668
4128005,2010,0.739,0.669,0.854,0.706
4128104,2010,0.761,0.698,0.836,0.755
4128203,2010,0.74,0.68,0.837,0.713
4128302,2010,0.72,0.655,0.826,0.69
4128401,2010,0.721,0.655,0.821,0.698
4128500,2010,0.687,0.594,0.79,0.692
4128534,2010,0.65,0.543,0.798,0.633
4128559,2010,0.699,0.601,0.811,0.702
4128609,2010,0.72,0.626,0.84,0.709
4128625,2010,0.678,0.556,0.829,0.677
4128633,2010,0.546,0.362,0.791,0.57
4128658,2010,0.722,0.628,0.848,0.708
4128708,2010,0.702,0.582,0.818,0.728
4128807,2010,0.706,0.606,0.825,0.703
4200051,2010,0.694,0.625,0.812,0.66
4200101,2010,0.696,0.578,0.852,0.684
4200200,2010,0.725,0.633,0.827,0.727
4200309,2010,0.741,0.595,0.884,0.774
4200408,2010,0.698,0.574,0.82,0.724
4200507,2010,0.713,0.629,0.811,0.712
4200556,2010,0.745,0.661,0.86,0.728
4200606,2010,0.723,0.606,0.853,0.731
4200705,2010,0.668,0.481,0.882,0.702
4200754,2010,0.755,0.664,0.882,0.734
4200804,2010,0.699,0.608,0.8,0.703
4200903,2010,0.687,0.581,0.797,0.699
4201000,2010,0.688,0.592,0.826,0.667
4201109,2010,0.674,0.524,0.836,0.699
4201208,2010,0.749,0.615,0.89,0.768
4201257,2010,0.708,0.584,0.827,0.735
4201273,2010,0.733,0.614,0.863,0.744
4201307,2010,0.703,0.602,0.83,0.696
4201406,2010,0.76,0.691,0.853,0.745
4201505,2010,0.77,0.698,0.882,0.743
4201604,2010,0.764,0.653,0.873,0.781
4201653,2010,0.715,0.61,0.842,0.713
4201703,2010,0.742,0.636,0.868,0.739
4201802,2010,0.733,0.668,0.802,0.736
4201901,2010,0.733,0.606,0.87,0.748
4201950,2010,0.746,0.642,0.858,0.753
4202008,2010,0.845,0.789,0.894,0.854
4202057,2010,0.716,0.611,0.844,0.713
4202073,2010,0.728,0.622,0.844,0.734
4202081,2010,0.672,0.565,0.795,0.675
4202099,2010,0.701,0.599,0.83,0.692
4202107,2010,0.738,0.639,0.857,0.735
4202131,2010,0.675,0.598,0.826,0.624
4202156,2010,0.705,0.611,0.82,0.699
4202206,2010,0.74,0.645,0.868,0.723
4202305,2010,0.739,0.659,0.836,0.733
4202404,2010,0.806,0.722,0.894,0.812
4202438,2010,0.647,0.549,0.768,0.642
4202453,2010,0.781,0.732,0.864,0.753
4202503,2010,0.696,0.568,0.835,0.71
4202537,2010,0.718,0.606,0.827,0.74
4202578,2010,0.712,0.601,0.83,0.725
4202602,2010,0.699,0.559,0.869,0.704
4202701,2010,0.724,0.604,0.848,0.741
4202800,2010,0.778,0.716,0.881,0.746
4202859,2010,0.78,0.702,0.883,0.766
4202875,2010,0.661,0.545,0.819,0.646
4202909,2010,0.795,0.707,0.894,0.794
4203006,2010,0.735,0.62,0.878,0.728
4203105,2010,0.728,0.631,0.83,0.737
4203154,2010,0.622,0.5,0.779,0.618
4203204,2010,0.726,0.6,0.866,0.736
4203253,2010,0.654,0.516,0.796,0.68
4203303,2010,0.714,0.636,0.845,0.677
4203402,2010,0.641,0.528,0.768,0.648
4203501,2010,0.69,0.595,0.787,0.702
4203600,2010,0.742,0.658,0.861,0.721
4203709,2010,0.697,0.542,0.865,0.723
4203808,2010,0.757,0.692,0.874,0.717
4203907,2010,0.752,0.659,0.869,0.742
4203956,2010,0.767,0.716,0.87,0.724
4204004,2010,0.714,0.625,0.806,0.723
4204103,2010,0.691,0.523,0.87,0.725
4204152,2010,0.719,0.692,0.826,0.651
4204178,2010,0.621,0.455,0.829,0.634
4204194,2010,0.704,0.616,0.833,0.68
4204202,2010,0.79,0.727,0.871,0.779
4204251,2010,0.78,0.74,0.859,0.747
4204301,2010,0.8,0.756,0.872,0.777
4204350,2010,0.747,0.662,0.855,0.735
4204400,2010,0.744,0.653,0.86,0.732
4204459,2010,0.696,0.609,0.816,0.678
4204509,2010,0.78,0.707,0.873,0.768
4204558,2010,0.702,0.614,0.804,0.701
4204608,2010,0.788,0.737,0.846,0.786
4204707,2010,0.742,0.682,0.804,0.744
4204756,2010,0.754,0.623,0.886,0.777
4204806,2010,0.721,0.62,0.846,0.716
4204905,2010,0.743,0.647,0.854,0.741
4205001,2010,0.706,0.61,0.82,0.703
4205100,2010,0.742,0.622,0.862,0.762
4205159,2010,0.716,0.609,0.843,0.714
4205175,2010,0.657,0.55,0.808,0.638
4205191,2010,0.726,0.67,0.808,0.708
4205209,2010,0.723,0.592,0.868,0.736
4205308,2010,0.758,0.676,0.863,0.746
4205357,2010,0.708,0.608,0.792,0.736
4205407,2010,0.847,0.8,0.873,0.87
4205431,2010,0.715,0.593,0.845,0.728
4205456,2010,0.753,0.657,0.861,0.754
4205506,2010,0.731,0.637,0.86,0.712
4205555,2010,0.682,0.588,0.812,0.664
4205605,2010,0.708,0.618,0.815,0.704
4205704,2010,0.753,0.668,0.868,0.737
4205803,2010,0.725,0.64,0.83,0.717
4205902,2010,0.765,0.655,0.889,0.77
4206009,2010,0.747,0.651,0.87,0.737
4206108,2010,0.736,0.63,0.846,0.749
4206207,2010,0.757,0.681,0.877,0.726
4206306,2010,0.754,0.653,0.876,0.75
4206405,2010,0.751,0.646,0.871,0.754
4206504,2010,0.751,0.641,0.885,0.748
4206603,2010,0.73,0.639,0.833,0.732
4206652,2010,0.717,0.626,0.823,0.716
4206702,2010,0.758,0.684,0.859,0.74
4206751,2010,0.725,0.631,0.82,0.737
4206801,2010,0.708,0.586,0.826,0.734
4206900,2010,0.737,0.63,0.848,0.749
4207007,2010,0.741,0.645,0.861,0.732
4207106,2010,0.738,0.607,0.883,0.75
4207205,2010,0.667,0.53,0.834,0.67
4207304,2010,0.765,0.703,0.868,0.734
4207403,2010,0.713,0.602,0.84,0.716
4207502,2010,0.777,0.701,0.873,0.767
4207577,2010,0.795,0.749,0.891,0.754
4207601,2010,0.736,0.657,0.838,0.724
4207650,2010,0.759,0.695,0.847,0.743
4207684,2010,0.66,0.54,0.79,0.674
4207700,2010,0.738,0.631,0.853,0.747
4207759,2010,0.722,0.628,0.845,0.71
4207809,2010,0.742,0.675,0.847,0.715
4207858,2010,0.707,0.609,0.836,0.694
4207908,2010,0.699,0.567,0.836,0.72
4208005,2010,0.771,0.698,0.879,0.747
4208104,2010,0.708,0.606,0.836,0.7
4208203,2010,0.795,0.73,0.884,0.778
4208302,2010,0.796,0.727,0.881,0.788
4208401,2010,0.775,0.723,0.842,0.766
4208450,2010,0.761,0.682,0.874,0.739
4208500,2010,0.748,0.638,0.876,0.749
4208609,2010,0.732,0.657,0.801,0.746
4208708,2010,0.716,0.633,0.818,0.708
4208807,2010,0.721,0.628,0.83,0.719
4208906,2010,0.803,0.755,0.865,0.793
4208955,2010,0.709,0.611,0.823,0.708
4209003,2010,0.827,0.771,0.891,0.823
4209102,2010,0.809,0.749,0.889,0.795
4209151,2010,0.694,0.578,0.841,0.689
4209177,2010,0.719,0.61,0.862,0.708
4209201,2010,0.781,0.708,0.883,0.763
4209300,2010,0.77,0.697,0.867,0.755
4209409,2010,0.752,0.682,0.871,0.715
4209458,2010,0.771,0.712,0.858,0.75
4209508,2010,0.749,0.662,0.855,0.742
4209607,2010,0.735,0.677,0.822,0.714
4209706,2010,0.649,0.537,0.806,0.632
4209805,2010,0.686,0.533,0.818,0.74
4209854,2010,0.743,0.636,0.865,0.747
4209904,2010,0.704,0.579,0.82,0.735
4210001,2010,0.737,0.6,0.87,0.766
4210035,2010,0.789,0.718,0.877,0.781
4210050,2010,0.662,0.533,0.806,0.675
4210100,2010,0.777,0.723,0.88,0.738
4210209,2010,0.698,0.563,0.818,0.738
4210308,2010,0.69,0.617,0.817,0.653
4210407,2010,0.768,0.699,0.861,0.752
4210506,2010,0.781,0.708,0.886,0.758
4210555,2010,0.743,0.636,0.862,0.748
4210605,2010,0.774,0.714,0.867,0.749
4210704,2010,0.657,0.541,0.831,0.63
4210803,2010,0.738,0.679,0.808,0.734
4210852,2010,0.708,0.633,0.821,0.683
4210902,2010,0.76,0.659,0.886,0.751
4211009,2010,0.748,0.657,0.875,0.728
4211058,2010,0.643,0.511,0.804,0.648
4211108,2010,0.675,0.581,0.826,0.641
4211207,2010,0.738,0.665,0.825,0.732
4211256,2010,0.701,0.548,0.847,0.742
4211306,2010,0.736,0.624,0.873,0.731
4211405,2010,0.765,0.686,0.851,0.767
4211454,2010,0.736,0.605,0.876,0.753
4211504,2010,0.748,0.628,0.891,0.749
4211603,2010,0.768,0.703,0.869,0.741
4211652,2010,0.706,0.594,0.846,0.7
4211702,2010,0.755,0.657,0.873,0.749
4211751,2010,0.74,0.681,0.835,0.713
4211801,2010,0.774,0.677,0.884,0.774
4211850,2010,0.695,0.611,0.79,0.696
4211876,2010,0.718,0.62,0.847,0.705
4211892,2010,0.664,0.543,0.808,0.668
4211900,2010,0.757,0.672,0.859,0.752
4212007,2010,0.704,0.622,0.8,0.7
4212056,2010,0.671,0.557,0.827,0.655
4212106,2010,0.737,0.632,0.836,0.757
4212205,2010,0.704,0.603,0.836,0.691
4212239,2010,0.7,0.565,0.833,0.728
4212254,2010,0.72,0.618,0.869,0.695
4212270,2010,0.659,0.547,0.808,0.648
4212304,2010,0.716,0.6,0.865,0.707
4212403,2010,0.728,0.621,0.87,0.715
4212502,2010,0.743,0.64,0.867,0.739
4212601,2010,0.766,0.669,0.882,0.762
4212700,2010,0.716,0.618,0.802,0.74
4212809,2010,0.756,0.668,0.869,0.745
4212908,2010,0.783,0.716,0.886,0.758
4213005,2010,0.777,0.712,0.866,0.762
4213104,2010,0.758,0.714,0.829,0.736
4213153,2010,0.751,0.659,0.881,0.731
4213203,2010,0.78,0.687,0.886,0.78
4213302,2010,0.673,0.568,0.804,0.666
4213351,2010,0.689,0.605,0.819,0.661
4213401,2010,0.693,0.61,0.79,0.69
4213500,2010,0.76,0.66,0.886,0.75
4213609,2010,0.786,0.724,0.891,0.752
4213708,2010,0.72,0.598,0.857,0.728
4213807,2010,0.718,0.636,0.84,0.692
4213906,2010,0.77,0.637,0.883,0.813
4214003,2010,0.759,0.654,0.874,0.764
4214102,2010,0.737,0.609,0.861,0.765
4214151,2010,0.706,0.611,0.82,0.701
4214201,2010,0.73,0.656,0.832,0.712
4214300,2010,0.753,0.644,0.893,0.743
4214409,2010,0.697,0.569,0.82,0.727
4214508,2010,0.729,0.65,0.803,0.741
4214607,2010,0.754,0.625,0.892,0.769
